gene	List1	List10	List11	List12	List13	List14	List15	List16	List17	List18	List19	List2	List20	List21	List22	List23	List24	List25	List26	List27	List28	List29	List3	List30	List31	List32	List4	List5	List6	List7	List8	List9	maic_score	contributors
noise1551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5009769464850051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8171991407044796	CATEGORY21: List21, CATEGORY29: List29
noise16996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5009769464850051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8171991407044796	CATEGORY21: List21, CATEGORY29: List29
noise1969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5009769464850051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8171991407044796	CATEGORY21: List21, CATEGORY29: List29
entity639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5009769464850051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8171991407044796	CATEGORY21: List21, CATEGORY29: List29
noise13756	0.0	0.0	0.0	0.0	0.0	1.4549225218449249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7711447160643994	CATEGORY14: List14, CATEGORY29: List29
noise18251	0.0	0.0	0.0	0.0	0.0	1.4549225218449249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7711447160643994	CATEGORY14: List14, CATEGORY29: List29
noise1464	0.0	0.0	3.759684621650446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.759684621650446	CATEGORY11: List11
entity703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.722990182232838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.722990182232838	CATEGORY3: List3
noise7683	0.0	0.0	3.7183705602616013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7183705602616013	CATEGORY11: List11
entity251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
entity769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.682347087243182	CATEGORY25: List25
noise4883	0.0	0.0	3.677056498872757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.677056498872757	CATEGORY11: List11
noise11635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6841386980506945	0.0	0.0	3.6568964383100635	CATEGORY7: List7, CATEGORY18: List18
entity718	0.0	0.0	3.6357424374839136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6357424374839136	CATEGORY11: List11
noise14979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6173341314533332	0.0	0.0	3.590091871712702	CATEGORY7: List7, CATEGORY18: List18
noise11600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.574469611169395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.574469611169395	CATEGORY3: List3
noise14535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5640386406949665	0.0	3.5367963809543355	CATEGORY8: List8, CATEGORY18: List18
noise4368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.559129278715627	0.0	3.531887018974996	CATEGORY8: List8, CATEGORY18: List18
noise18163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589893121221805	0.0	3.5317470523815495	CATEGORY8: List8, CATEGORY18: List18
noise8729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589876224573036	0.0	3.5317453627166726	CATEGORY8: List8, CATEGORY18: List18
noise1026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589870615141372	0.0	3.531744801773506	CATEGORY8: List8, CATEGORY18: List18
noise4252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589794501409755	0.0	3.5317371904003445	CATEGORY8: List8, CATEGORY18: List18
noise14488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589787701409756	0.0	3.5317365104003446	CATEGORY8: List8, CATEGORY18: List18
noise18639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589781101409756	0.0	3.5317358504003447	CATEGORY8: List8, CATEGORY18: List18
noise6567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589746801409756	0.0	3.5317324204003446	CATEGORY8: List8, CATEGORY18: List18
noise7486	0.0	1.5440131759530895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5167709162124585	CATEGORY10: List10, CATEGORY18: List18
noise1809	0.0	1.5428526307558421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.515610371015211	CATEGORY10: List10, CATEGORY18: List18
noise18815	0.0	1.5370193641065188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.509777104365888	CATEGORY10: List10, CATEGORY18: List18
noise14585	0.0	1.533008357021295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.505766097280664	CATEGORY10: List10, CATEGORY18: List18
noise941	0.0	1.5317256491717055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5044833894310745	CATEGORY10: List10, CATEGORY18: List18
noise17838	0.0	1.5300662731440622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.502824013403431	CATEGORY10: List10, CATEGORY18: List18
entity683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.50020932605475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.50020932605475	CATEGORY3: List3
noise3152	1.521744565232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.494502305491443	CATEGORY1: List1, CATEGORY18: List18
noise12026	1.521741675232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4944994154914433	CATEGORY1: List1, CATEGORY18: List18
noise4133	1.521732325232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4944900654914433	CATEGORY1: List1, CATEGORY18: List18
noise13141	0.0	1.5388314434495896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9553420146134997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.494173458063089	CATEGORY10: List10, CATEGORY22: List22
entity590	0.0	1.534932418795679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9553420146134997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4902744334091786	CATEGORY10: List10, CATEGORY22: List22
noise2531	0.0	1.5320615964656457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9553420146134997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.487403611079145	CATEGORY10: List10, CATEGORY22: List22
noise12808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	1.5078550084774514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4806127487368204	CATEGORY18: List18, CATEGORY20: List20
noise13702	1.521743605232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9553420146134997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4770856198455737	CATEGORY1: List1, CATEGORY22: List22
noise4301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	0.0	0.0	0.0	1.5009769464850051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.473734686744374	CATEGORY18: List18, CATEGORY21: List21
noise11310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8302243628040076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6175352343227134	0.0	0.0	3.447759597126721	CATEGORY7: List7, CATEGORY26: List26
noise1486	0.0	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5598986934738077	0.0	3.4151155371573356	CATEGORY8: List8, CATEGORY13: List13
noise9215	0.0	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589830801409756	0.0	3.414199923824504	CATEGORY8: List8, CATEGORY13: List13
noise13538	0.0	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589728001409755	0.0	3.4141896438245034	CATEGORY8: List8, CATEGORY13: List13
noise989	0.0	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5589717601409756	0.0	3.4141886038245035	CATEGORY8: List8, CATEGORY13: List13
noise18023	0.0	0.0	0.0	0.0	0.0	1.4549225218449249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9553420146134997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4102645364584245	CATEGORY14: List14, CATEGORY22: List22
noise18638	0.0	1.5394829775954129	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.394699821278941	CATEGORY10: List10, CATEGORY13: List13
noise11619	0.0	1.5358689991302998	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391085842813828	CATEGORY10: List10, CATEGORY13: List13
entity499	0.0	1.532529886632956	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.387746730316484	CATEGORY10: List10, CATEGORY13: List13
noise6914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8286816882940886	1.5589756501409755	0.0	3.387657338435064	CATEGORY7: List7, CATEGORY8: List8
noise11642	0.0	1.5274397761187126	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3826566198022405	CATEGORY10: List10, CATEGORY13: List13
noise15956	1.521744005232074	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.376960848915602	CATEGORY1: List1, CATEGORY13: List13
noise16275	1.521741955232074	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3769587989156022	CATEGORY1: List1, CATEGORY13: List13
noise4636	1.521741765232074	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.376958608915602	CATEGORY1: List1, CATEGORY13: List13
noise10613	1.521731925232074	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.376948768915602	CATEGORY1: List1, CATEGORY13: List13
noise1373	0.0	1.5312268183413098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8335942564521126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.364821074793422	CATEGORY2: List2, CATEGORY10: List10
