gene	List1	List10	List2	List3	List4	List5	List6	List7	List8	List9	maic_score	contributors
entity163	2.045609356854144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.045609356854144	CATEGORY1: List1
entity107	2.0428564342810307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0428564342810307	CATEGORY1: List1
entity121	2.0401157361900726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0401157361900726	CATEGORY1: List1
entity157	2.037387206772124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.037387206772124	CATEGORY1: List1
entity705	2.0346707904728283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0346707904728283	CATEGORY1: List1
entity94	2.031966431991454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.031966431991454	CATEGORY1: List1
entity274	2.029274076279737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.029274076279737	CATEGORY1: List1
entity82	2.0239251542276504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0239251542276504	CATEGORY1: List1
entity324	2.0212684790427446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0212684790427446	CATEGORY1: List1
entity171	2.0186235889361455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0186235889361455	CATEGORY1: List1
entity169	2.0159904301047433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0159904301047433	CATEGORY1: List1
entity148	2.01336894899106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01336894899106	CATEGORY1: List1
entity386	2.0107590922821243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0107590922821243	CATEGORY1: List1
entity939	2.0081608069083607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0081608069083607	CATEGORY1: List1
entity174	2.0004348517299206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0004348517299206	CATEGORY1: List1
entity123	1.997882325830144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.997882325830144	CATEGORY1: List1
entity129	1.9953411095298321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9953411095298321	CATEGORY1: List1
entity863	1.9928111511966067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9928111511966067	CATEGORY1: List1
entity88	1.9877848030794292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9877848030794292	CATEGORY1: List1
entity227	1.9852883112050232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9852883112050232	CATEGORY1: List1
entity207	1.9828028731146583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9828028731146583	CATEGORY1: List1
entity156	1.9778649566584843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9778649566584843	CATEGORY1: List1
entity206	1.9754123780538113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9754123780538113	CATEGORY1: List1
entity845	1.9729706527533524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9729706527533524	CATEGORY1: List1
entity516	1.9681195640943812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9681195640943812	CATEGORY1: List1
entity668	1.9657101023150132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9657101023150132	CATEGORY1: List1
entity807	1.9633112969960869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9633112969960869	CATEGORY1: List1
entity76	1.9609230994870384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9609230994870384	CATEGORY1: List1
entity111	1.9585454613594107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9585454613594107	CATEGORY1: List1
entity125	1.9561783344058403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9561783344058403	CATEGORY1: List1
noise9304	0.0	0.0	0.0	0.0	0.0	1.9541861662724322	0.0	0.0	0.0	0.0	1.9541861662724322	CATEGORY5: List5
entity588	1.9538216706390479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9538216706390479	CATEGORY1: List1
entity186	1.9514754222908328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9514754222908328	CATEGORY1: List1
entity592	1.9491395418110733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9491395418110733	CATEGORY1: List1
entity300	1.9468139818667314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9468139818667314	CATEGORY1: List1
entity316	1.9444986953408612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9444986953408612	CATEGORY1: List1
entity139	1.9421936353316225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9421936353316225	CATEGORY1: List1
entity923	1.9398987551512992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9398987551512992	CATEGORY1: List1
entity994	1.9376140083253206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9376140083253206	CATEGORY1: List1
entity167	1.93533934859129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93533934859129	CATEGORY1: List1
entity673	1.9330747298980144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9330747298980144	CATEGORY1: List1
noise4979	0.0	0.0	0.0	0.0	0.0	1.9318896108391022	0.0	0.0	0.0	0.0	1.9318896108391022	CATEGORY5: List5
entity770	1.9285754324791993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9285754324791993	CATEGORY1: List1
entity178	1.9263406626986403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9263406626986403	CATEGORY1: List1
entity564	1.9241157518468914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9241157518468914	CATEGORY1: List1
entity177	1.9219006549144066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9219006549144066	CATEGORY1: List1
entity144	1.9196953270971244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9196953270971244	CATEGORY1: List1
entity861	1.9174997237955298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9174997237955298	CATEGORY1: List1
entity874	1.915313800613721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.915313800613721	CATEGORY1: List1
entity93	1.9131375133584791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9131375133584791	CATEGORY1: List1
entity151	1.9109708180383431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9109708180383431	CATEGORY1: List1
entity124	1.9088136708626893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9088136708626893	CATEGORY1: List1
entity112	1.9066660282408128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9066660282408128	CATEGORY1: List1
entity196	1.9023990832897035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9023990832897035	CATEGORY1: List1
entity154	1.9002796947704683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9002796947704683	CATEGORY1: List1
entity727	1.8981696384232012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8981696384232012	CATEGORY1: List1
entity910	1.89606887164319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89606887164319	CATEGORY1: List1
entity958	1.893977352020228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.893977352020228	CATEGORY1: List1
entity137	1.8918950373377272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8918950373377272	CATEGORY1: List1
entity142	1.8898218855718323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8898218855718323	CATEGORY1: List1
entity200	1.887757854890543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.887757854890543	CATEGORY1: List1
noise12777	0.0	0.0	0.0	0.0	0.0	1.8872964999724418	0.0	0.0	0.0	0.0	1.8872964999724418	CATEGORY5: List5
entity512	1.8857029036528359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8857029036528359	CATEGORY1: List1
entity146	1.883656990407795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.883656990407795	CATEGORY1: List1
entity997	1.881620073893742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.881620073893742	CATEGORY1: List1
entity302	1.879592113037373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.879592113037373	CATEGORY1: List1
entity371	1.8775730669528985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8775730669528985	CATEGORY1: List1
noise11588	0.0	0.0	0.0	0.0	0.0	1.8761482222557768	0.0	0.0	0.0	0.0	1.8761482222557768	CATEGORY5: List5
entity683	1.8755628949411878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8755628949411878	CATEGORY1: List1
entity678	1.873561556488915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.873561556488915	CATEGORY1: List1
entity898	1.8695852191333295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8695852191333295	CATEGORY1: List1
entity259	1.867610140124782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.867610140124782	CATEGORY1: List1
entity493	1.8656437344635266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8656437344635266	CATEGORY1: List1
entity176	1.863685962552622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.863685962552622	CATEGORY1: List1
entity190	1.8617367849759012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8617367849759012	CATEGORY1: List1
entity897	1.8597961624971457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8597961624971457	CATEGORY1: List1
entity717	1.855940426783479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.855940426783479	CATEGORY1: List1
entity262	1.8540252359685008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8540252359685008	CATEGORY1: List1
entity143	1.8483299099210044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8483299099210044	CATEGORY1: List1
entity183	1.8464480894580326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8464480894580326	CATEGORY1: List1
entity978	1.8427091536446354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8427091536446354	CATEGORY1: List1
entity172	1.8408519631597104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8408519631597104	CATEGORY1: List1
entity623	1.8390029078186838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8390029078186838	CATEGORY1: List1
entity255	1.8371619504817058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8371619504817058	CATEGORY1: List1
entity223	1.833504182107506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.833504182107506	CATEGORY1: List1
entity918	1.831687297635276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.831687297635276	CATEGORY1: List1
entity152	1.8298783642955394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8298783642955394	CATEGORY1: List1
entity990	1.8262842059801825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8262842059801825	CATEGORY1: List1
entity976	1.8244989089014263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8244989089014263	CATEGORY1: List1
entity193	1.8227214187473835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8227214187473835	CATEGORY1: List1
entity244	1.820951699876642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.820951699876642	CATEGORY1: List1
entity953	1.8191897168105067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8191897168105067	CATEGORY1: List1
entity716	1.8174354342322545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8174354342322545	CATEGORY1: List1
entity411	1.8156888169863965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8156888169863965	CATEGORY1: List1
entity84	1.813949830077941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.813949830077941	CATEGORY1: List1
entity173	1.812218438671661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.812218438671661	CATEGORY1: List1
entity145	1.8104946080913646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8104946080913646	CATEGORY1: List1
entity195	1.8087783038191696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8087783038191696	CATEGORY1: List1
entity291	1.8070694914947798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8070694914947798	CATEGORY1: List1
entity581	1.8053681369147663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8053681369147663	CATEGORY1: List1
entity294	1.8036742060318514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8036742060318514	CATEGORY1: List1
entity281	1.8019876649541948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8019876649541948	CATEGORY1: List1
entity134	1.8003084799446851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8003084799446851	CATEGORY1: List1
entity334	1.798636617420233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.798636617420233	CATEGORY1: List1
entity231	1.796972043951068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.796972043951068	CATEGORY1: List1
entity907	1.7953147262600375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7953147262600375	CATEGORY1: List1
entity943	1.7936646312219127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7936646312219127	CATEGORY1: List1
entity624	1.7920217258626923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7920217258626923	CATEGORY1: List1
entity132	1.790385977358913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.790385977358913	CATEGORY1: List1
entity537	1.7887573530369634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7887573530369634	CATEGORY1: List1
entity188	1.7871358203723975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7871358203723975	CATEGORY1: List1
entity946	1.7855213469892564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7855213469892564	CATEGORY1: List1
entity864	1.7839139006593878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7839139006593878	CATEGORY1: List1
entity817	1.7823134493017736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7823134493017736	CATEGORY1: List1
entity584	1.7807199609818565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7807199609818565	CATEGORY1: List1
entity147	1.7791334039108717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7791334039108717	CATEGORY1: List1
entity633	1.777553746445182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.777553746445182	CATEGORY1: List1
entity370	1.7759809570856144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7759809570856144	CATEGORY1: List1
entity153	1.7713034848050553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7713034848050553	CATEGORY1: List1
entity582	1.7697578557445182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7697578557445182	CATEGORY1: List1
entity435	1.766686705240056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.766686705240056	CATEGORY1: List1
entity597	1.76516112264378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76516112264378	CATEGORY1: List1
entity786	1.7636421612824522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7636421612824522	CATEGORY1: List1
entity824	1.760623981489394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.760623981489394	CATEGORY1: List1
entity189	1.7591247030144186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7591247030144186	CATEGORY1: List1
entity247	1.7576319256866428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7576319256866428	CATEGORY1: List1
entity750	1.7546657558879162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7546657558879162	CATEGORY1: List1
entity865	1.7531923044627096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7531923044627096	CATEGORY1: List1
entity788	1.751725236274957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.751725236274957	CATEGORY1: List1
entity366	1.7502645221828903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7502645221828903	CATEGORY1: List1
entity297	1.7488101331777834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7488101331777834	CATEGORY1: List1
entity158	1.7473620403833459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7473620403833459	CATEGORY1: List1
entity191	1.7459202150551176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7459202150551176	CATEGORY1: List1
entity560	1.7444846285798676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7444846285798676	CATEGORY1: List1
entity742	1.7430552524749938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7430552524749938	CATEGORY1: List1
entity460	1.7416320583879286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7416320583879286	CATEGORY1: List1
entity299	1.740215018095543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.740215018095543	CATEGORY1: List1
entity432	1.738804103503557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.738804103503557	CATEGORY1: List1
entity701	1.7373992866459516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7373992866459516	CATEGORY1: List1
entity338	1.7360005396843818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7360005396843818	CATEGORY1: List1
entity205	1.7346078349075953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7346078349075953	CATEGORY1: List1
entity987	1.7332211447308514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7332211447308514	CATEGORY1: List1
entity332	1.7318404416953437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7318404416953437	CATEGORY1: List1
entity252	1.7304656984676248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7304656984676248	CATEGORY1: List1
entity268	1.729096887839035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.729096887839035	CATEGORY1: List1
entity396	1.7277339827251308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7277339827251308	CATEGORY1: List1
entity347	1.7263769561651199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7263769561651199	CATEGORY1: List1
entity670	1.7250257813212952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7250257813212952	CATEGORY1: List1
entity387	1.7236804314784735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7236804314784735	CATEGORY1: List1
entity321	1.7223408800434359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7223408800434359	CATEGORY1: List1
entity168	1.7210071005443712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7210071005443712	CATEGORY1: List1
entity179	1.7196790666303214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7196790666303214	CATEGORY1: List1
entity159	1.7183567520706302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7183567520706302	CATEGORY1: List1
entity531	1.7170401307543937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7170401307543937	CATEGORY1: List1
entity711	1.7157291766899132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7157291766899132	CATEGORY1: List1
entity452	1.7144238640041518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7144238640041518	CATEGORY1: List1
entity654	1.7131241669421924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7131241669421924	CATEGORY1: List1
entity689	1.7118300598666982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7118300598666982	CATEGORY1: List1
entity222	1.710541517257376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.710541517257376	CATEGORY1: List1
entity237	1.7092585137104417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7092585137104417	CATEGORY1: List1
entity117	1.7079810239380888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7079810239380888	CATEGORY1: List1
entity282	1.706709022767959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.706709022767959	CATEGORY1: List1
entity318	1.7054424851426144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7054424851426144	CATEGORY1: List1
entity852	1.7041813861190134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7041813861190134	CATEGORY1: List1
entity851	1.7029257008679883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7029257008679883	CATEGORY1: List1
entity920	1.7016754046737255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7016754046737255	CATEGORY1: List1
entity620	1.7004304729332482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7004304729332482	CATEGORY1: List1
entity550	1.6991908811559007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6991908811559007	CATEGORY1: List1
entity808	1.696727620086505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.696727620086505	CATEGORY1: List1
entity878	1.6955039023701495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6955039023701495	CATEGORY1: List1
entity365	1.6942854277672945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6942854277672945	CATEGORY1: List1
entity265	1.6930721723412467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6930721723412467	CATEGORY1: List1
entity487	1.6918641122645919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6918641122645919	CATEGORY1: List1
entity754	1.6906612238186967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6906612238186967	CATEGORY1: List1
entity110	1.6894634833932116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6894634833932116	CATEGORY1: List1
entity290	1.6882708674855773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6882708674855773	CATEGORY1: List1
entity288	1.6870833527005313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6870833527005313	CATEGORY1: List1
entity450	1.6859009157496199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6859009157496199	CATEGORY1: List1
entity823	1.6847235334507087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6847235334507087	CATEGORY1: List1
entity768	1.6835511827274983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6835511827274983	CATEGORY1: List1
entity915	1.6823838406090412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6823838406090412	CATEGORY1: List1
entity446	1.6812214842292599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6812214842292599	CATEGORY1: List1
entity358	1.6800640908264692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6800640908264692	CATEGORY1: List1
entity559	1.6789116377428994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6789116377428994	CATEGORY1: List1
entity416	1.6777641024242211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6777641024242211	CATEGORY1: List1
entity313	1.6766214624190734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6766214624190734	CATEGORY1: List1
entity967	1.6754836953785948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6754836953785948	CATEGORY1: List1
entity180	1.674350779055953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.674350779055953	CATEGORY1: List1
entity806	1.673222691305882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.673222691305882	CATEGORY1: List1
entity261	1.672099410084216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.672099410084216	CATEGORY1: List1
entity568	1.6709809134474285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6709809134474285	CATEGORY1: List1
entity258	1.6698671795521736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6698671795521736	CATEGORY1: List1
entity986	1.6687581866548282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6687581866548282	CATEGORY1: List1
entity140	1.6676539131110362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6676539131110362	CATEGORY1: List1
entity930	1.6665543373752556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6665543373752556	CATEGORY1: List1
entity724	1.6654594380003083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6654594380003083	CATEGORY1: List1
entity666	1.6643691936369298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6643691936369298	CATEGORY1: List1
entity130	1.6632835830333224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6632835830333224	CATEGORY1: List1
entity533	1.6622025850347109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6622025850347109	CATEGORY1: List1
entity866	1.661126178582899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.661126178582899	CATEGORY1: List1
entity470	1.6600543427158287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6600543427158287	CATEGORY1: List1
entity467	1.6589870565671416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6589870565671416	CATEGORY1: List1
entity797	1.657924299365741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.657924299365741	CATEGORY1: List1
